days,city_population,temperature,fuel_price,n_deliveries,is_friday,days_until_eid,demand_interaction,weather_disruption_flag,supply_chain_cost
306,9361641,34.156572417370256,3.966978586764899,12.0,0,24,112339692.0,0,20285.895988748067
307,9361641,39.23778027484021,3.2579632057762713,28.0,0,23,262125948.0,0,35841.1243561596
308,9361641,37.149603497795326,3.9340006830801677,11.0,0,22,102978051.0,0,20164.671125256667
309,9361641,33.07563484418342,3.3472380561034907,15.0,0,21,140424615.0,0,23984.72853879753
310,9361641,22.33400613781284,2.8766501439764536,27.0,0,20,252764307.0,0,34454.429037494745
311,9361641,41.17830442408143,4.139738755978731,37.0,0,19,346380717.0,1,44865.36474137133
312,9361641,36.266219628672516,2.1928016411313127,100.0,1,18,936164100.0,0,50000.0
313,9361641,24.062537668235187,4.29375060538657,50.0,0,17,468082050.0,0,50000.0
314,9361641,31.341027548482657,4.791604489729284,93.0,0,16,870632613.0,0,50000.0
315,9361641,27.41495971015233,2.588953370259534,92.0,0,15,861270972.0,0,50000.0
316,9361641,32.11703502594127,2.9545546282472155,36.0,0,14,337019076.0,0,43823.13197408024
317,9361641,26.511915486317186,4.426340106853072,96.0,0,13,898717536.0,0,50000.0
318,9361641,31.453203563480983,4.291727021150232,68.0,0,12,636591588.0,0,50000.0
319,9361641,35.56781691860766,2.5823115964564014,82.5,1,11,772335382.5,0,50000.0
320,9361641,36.05518732031751,4.761729590401721,99.0,0,10,926802459.0,0,50000.0
321,9361641,24.261773345377755,2.5683188624567688,20.0,0,9,187232820.0,0,28459.13671334288
322,9361641,42.27475562425383,2.782981677863256,46.0,0,8,430635486.0,1,52416.58230920838
323,9361641,20.16598196047272,3.1717709271641077,51.0,0,7,477443691.0,0,50000.0
324,9361641,29.425972888119368,4.473867425787185,83.0,0,6,777016203.0,0,50000.0
325,9361641,22.292669247048003,2.6031700836240947,88.0,0,5,823824408.0,0,50000.0
326,9361641,38.86209594338591,2.629756501625252,69.0,1,4,645953229.0,0,50000.0
327,9361641,36.925208032924935,2.2522522247862926,100.0,0,3,936164100.0,0,50000.0
328,9361641,20.019992308891954,3.5481667684992217,57.0,0,2,533613537.0,0,50000.0
329,9361641,37.15501060940613,2.9703088441243146,46.5,0,1,435316306.5,0,50000.0
330,9361641,41.62354877527312,3.3237912702368724,100.0,0,0,936164100.0,1,50000.0
331,9651267,41.20580186143283,4.17844474122812,32.0,0,29,308840544.0,1,40454.75123400103
332,9651267,42.68709036998278,4.089187542165332,73.0,0,28,704542491.0,1,80197.4054832782
333,9651267,21.44816963043114,4.853992557052802,28.0,0,27,270235476.0,0,37270.20442541111
334,9651267,24.631501933270513,2.6250457000895673,89.0,0,26,858962763.0,0,50000.0
335,9651267,24.28668587041822,2.4339748284623846,66.0,1,25,636983622.0,0,50000.0
336,9651267,44.415735389502075,2.898142870137172,68.0,0,24,656286156.0,1,50000.0
337,9651267,29.714124194519705,2.2359368885357633,11.0,0,23,106163937.0,0,20597.088494948635
338,9651267,38.294983536295106,2.8558826209851804,73.0,0,22,704542491.0,0,50000.0
339,9651267,34.33124325527969,4.3257077115535765,21.0,0,21,202676607.0,0,30364.085597079662
340,9651267,39.014658065275,4.120326706768617,70.0,0,20,675588690.0,0,50000.0
341,9651267,42.96032931339218,3.1840221270209046,38.0,0,19,366748146.0,1,46714.790459560856
342,9651267,23.455806700296137,4.677742300304925,49.5,1,18,477737716.5,0,50000.0
343,9651267,32.860249863451905,3.649966285428828,78.0,0,17,752798826.0,0,50000.0
344,9651267,25.61050014913826,2.344734682856065,38.0,0,16,366748146.0,0,46336.14637749035
345,9651267,33.71829759293303,4.611731521609272,50.0,0,15,482563350.0,0,50000.0
346,9651267,24.387211222310963,3.056772152315891,70.0,0,14,675588690.0,0,50000.0
347,9651267,33.19522895306879,2.76416006539538,15.0,0,13,144769005.0,0,24219.634241376738
348,9651267,35.98182581588749,2.746032827520136,97.0,0,12,936172899.0,0,50000.0
349,9651267,33.83392599186183,3.910193138969043,82.5,1,11,796229527.5,0,50000.0
350,9651267,34.00375573714322,3.028744288731197,26.0,0,10,250932942.0,0,35217.061754127244
351,9651267,41.057933115452556,4.084674363647245,12.0,0,9,115815204.0,1,21306.406645330764
352,9651267,38.167709297921114,2.222290236452008,94.0,0,8,907219098.0,0,50000.0
353,9651267,33.793877115974034,3.8908029877273944,38.0,0,7,366748146.0,0,47016.30005091709
354,9651267,37.12727801461511,4.648280959700078,93.0,0,6,897567831.0,0,50000.0
355,9651267,26.231345713903764,2.3916082607860645,56.0,0,5,540470952.0,0,50000.0
356,9651267,31.617831558151185,3.72062868912513,100.0,1,4,965126700.0,0,50000.0
357,9651267,40.477714203285345,2.163962979301624,34.5,0,3,332968711.5,1,42955.71187651416
358,9651267,29.003823430228916,3.950231633301627,100.0,0,2,965126700.0,0,50000.0
359,9651267,42.88954538048629,3.3037946690798528,100.0,0,1,965126700.0,1,50000.0
360,9651267,43.010852834587936,3.1732980030144002,19.5,0,0,188199706.5,1,28677.64577822592
361,9843329,28.7817009980308,2.7702782459356117,25.0,0,29,246083225.0,0,34339.68620358809
362,9843329,38.28498539155901,4.595436819299042,59.0,0,28,580756411.0,1,50000.0
363,9843329,21.800384480566898,3.328865475981657,78.0,0,27,767779662.0,0,50000.0
364,9843329,22.024172032534597,4.69195250916488,38.0,0,26,374046502.0,0,47455.79557562887
365,9843329,37.81628556080338,3.9500648369191618,45.0,1,25,442949805.0,0,50000.0
366,9843329,25.396516658068222,4.829230931334717,38.0,0,24,374046502.0,0,48007.852189301186
367,9843329,23.313704434808535,3.743888717236512,24.0,0,23,236239896.0,0,33370.17151310286
368,9843329,35.520936681825674,2.4690055794333605,63.0,0,22,620129727.0,0,50000.0
369,9843329,26.857420187844987,4.760249158031211,69.0,0,21,679189701.0,0,50000.0
370,9843329,38.65950025806811,2.6629310258665666,33.0,0,20,324829857.0,0,42156.42540277549
371,9843329,20.996406058115156,4.955320943773563,42.0,0,19,413419818.0,0,50000.0
372,9843329,42.039813063845536,2.832336725537944,100.0,1,18,984332900.0,1,50000.0
373,9843329,31.569184752833664,3.3023527630727703,93.0,0,17,915429597.0,0,50000.0
374,9843329,42.517303329667016,4.900050288579843,37.0,0,16,364203173.0,1,47138.530549034396
375,9843329,30.423340466509323,3.311639609929812,46.0,0,15,452793134.0,0,50000.0
376,9843329,35.74573209117199,4.888043252789301,78.0,0,14,767779662.0,0,50000.0
377,9843329,24.2286647083601,4.648328318612646,13.0,0,13,127963277.0,0,22805.654804381076
378,9843329,24.43995109344303,4.225693703370225,84.0,0,12,826839636.0,0,50000.0
379,9843329,42.81788705170656,3.1069835047290546,48.0,1,11,472479792.0,1,50000.0
380,9843329,43.084470500307276,4.972317429950372,24.0,0,10,236239896.0,1,33968.297422341704
381,9843329,21.007603385082064,4.037673291717537,77.0,0,9,757936333.0,0,50000.0
382,9843329,31.52153183807736,2.6425459466664716,83.0,0,8,816996307.0,0,50000.0
383,9843329,25.064469639974817,3.9168950346125277,37.0,0,7,364203173.0,0,46789.74488409782
384,9843329,22.237804383345456,4.024211356090563,81.0,0,6,797309649.0,0,50000.0
385,9843329,21.17112190863944,3.0596154046535906,20.0,0,5,196866580.0,0,30176.147274587096
386,9843329,23.29041823949702,4.34308389254444,100.0,1,4,984332900.0,0,50000.0
387,9843329,26.22336464418952,4.286643284894874,18.0,0,3,177179922.0,0,28089.126121896366
388,9843329,36.683855162617796,4.548699155373547,85.5,0,2,841604629.5,0,50000.0
389,9843329,37.377760635541556,4.674521149291967,88.5,0,1,871134616.5,0,50000.0
390,9843329,41.37000380903105,3.314472043313938,19.5,0,0,191944915.5,1,29496.245770535992
391,7731483,34.72003135931542,2.7159992160215793,71.0,0,29,548935293.0,0,50000.0
392,7731483,34.22358587074379,2.3671505388709093,48.0,0,28,371111184.0,0,45193.39426385844
393,7731483,27.064891064813274,3.6039574407352113,91.0,0,27,703564953.0,0,50000.0
394,7731483,27.84877089429941,2.1953728414829277,13.0,0,26,100509279.0,0,18322.766869048006
395,7731483,31.10757986087631,4.893124188396548,100.0,1,25,773148300.0,0,50000.0
396,7731483,44.53249481613619,3.871374160054386,48.0,0,24,371111184.0,1,45550.289263102866
397,7731483,26.904628230116078,3.0873599584642912,64.0,0,23,494814912.0,0,50000.0
398,7731483,35.21802487961903,2.380469581712117,40.0,0,22,309259320.0,1,38533.2099595598
399,7731483,37.94772123315385,3.6689477075420287,32.0,0,21,247407456.0,0,33253.29832739184
400,7731483,39.02868829759062,4.500786617824485,99.0,0,20,765416817.0,0,50000.0
401,7731483,31.76288268231547,4.046069308779888,59.0,0,19,456157497.0,0,50000.0
402,7731483,30.136642543066394,4.667836341601216,39.0,1,18,301527837.0,1,38532.24464279603
403,7731483,26.933375262839505,3.353621671461153,30.0,0,17,231944490.0,1,31378.08017464298
404,7731483,23.43567553874324,2.1993131138875968,86.0,0,16,664907538.0,0,50000.0
405,7731483,20.949228774604947,4.3243422930686695,21.0,0,15,162361143.0,0,24342.521651845975
406,7731483,22.48909944167936,4.850720975860876,38.0,0,14,293796354.0,0,37072.6853905692
407,7731483,38.53118015426788,4.829810894149727,12.0,0,13,92777796.0,0,17423.818907924622
408,7731483,23.232305074852974,2.142161845814928,45.0,0,12,347916735.0,0,42576.6327970548
409,7731483,21.35997700303585,4.233819709612131,90.0,1,11,695833470.0,0,50000.0
410,7731483,31.907540102660448,3.0235918000455406,22.0,0,10,170092626.0,0,24558.79905042392
411,7731483,40.82697619999112,2.595816390311082,80.0,0,9,618518640.0,1,50000.0
412,7731483,32.9973634657261,2.1344550676201806,97.0,0,8,749953851.0,0,50000.0
413,7731483,29.086640097202903,4.0408586600181025,11.0,0,7,85046313.0,0,16004.681984804476
414,7731483,41.9456245713573,3.5316725419573385,33.0,0,6,255138939.0,1,33603.77820269525
415,7731483,20.426169813620493,2.583902973198361,54.0,0,5,417500082.0,0,49959.38362676803
416,7731483,25.981515948675167,3.5076545087319575,87.0,1,4,672639021.0,0,50000.0
417,7731483,20.094335525291296,3.7967071604279656,42.0,0,3,324722286.0,0,40128.695814760475
418,7731483,25.206614622652744,2.0777691042058204,100.0,0,2,773148300.0,0,50000.0
419,7731483,36.36932980512097,2.222823036435116,100.0,0,1,773148300.0,0,50000.0
420,7731483,37.44944507890956,3.0207418079662824,82.5,0,0,637847347.5,0,50000.0
421,3569921,24.3836982887802,3.439177790710886,71.0,0,29,253464391.0,0,29010.905252010125
422,3569921,31.58673191462399,2.6275169083738676,84.0,0,28,299873364.0,0,33678.35777742755
423,3569921,29.997740398434374,2.9062225189606212,74.0,0,27,264174154.0,0,30499.613587484702
424,3569921,26.028845367247122,4.241062012759475,99.0,0,26,353422179.0,0,39557.085595143675
425,3569921,38.108901427432286,4.827241219304119,57.0,1,25,203485497.0,0,24261.350747019278
426,3569921,20.924963432422754,4.623531104174598,33.0,0,24,117807393.0,0,15530.992027291326
427,3569921,28.008424526163285,3.2698889039770975,21.0,0,23,74968341.0,0,10974.057646327365
428,3569921,25.499780233503614,3.3599916334488373,66.0,0,22,235614786.0,0,27672.93221490571
429,3569921,36.7063887795335,3.956036999802058,34.0,0,21,121377314.0,0,16462.193334125754
430,3569921,20.251863582657386,4.27227928353482,44.0,0,20,157076524.0,0,19371.48261715446
431,3569921,27.154930738217793,4.9877726818655015,17.0,0,19,60688657.0,0,10225.23942819613
432,3569921,22.469264936383478,4.84873360928696,28.5,1,18,101742748.5,0,13765.80749746433
433,3569921,37.987544847282805,2.092338019228551,53.0,0,17,189205813.0,0,22521.263453497624
434,3569921,39.64874613859233,3.3453091726257083,40.0,0,16,142796840.0,0,17695.271062442007
435,3569921,25.96320522099278,4.63993342902539,35.0,0,15,124947235.0,0,15957.827818450769
436,3569921,26.994937840139304,2.278810022972173,72.0,0,14,257034312.0,0,29885.286275396047
437,3569921,28.73784448648899,3.148431992092519,47.0,0,13,167786287.0,0,20705.515900254417
438,3569921,43.939841540090725,3.615123217335631,14.0,0,12,49978894.0,1,8634.43186904571
439,3569921,43.102894504076644,2.253044157907913,37.5,1,11,133872037.5,1,17662.616755152034
440,3569921,38.15158841497946,3.3327651836955043,92.0,0,10,328432732.0,0,37048.39939927749
441,3569921,21.127178891855607,2.2126773802722997,84.0,0,9,299873364.0,0,33921.448933040236
442,3569921,22.81166307131714,4.4717495622034065,43.0,0,8,153506603.0,0,18802.248729705647
443,3569921,29.344032984889715,4.418658904516224,16.0,0,7,57118736.0,0,9630.225241347822
444,3569921,28.235286722290223,3.0508083149808627,29.0,0,6,103527709.0,0,14073.442232321868
445,3569921,21.52911100542096,2.7088558043323103,32.0,0,5,114237472.0,0,15300.018704520646
446,3569921,37.18100206012973,4.316665664259997,36.0,1,4,128517156.0,0,17221.29248357931
447,3569921,43.6397391016951,5.4027868405038095,100.0,0,3,356992100.0,1,39829.333564891764
448,3569921,44.73212603829304,4.844171897486335,100.0,0,2,356992100.0,1,39721.53912334652
449,3569921,34.19627286897309,3.0435948817901526,64.5,0,1,230259904.5,0,26773.511316490327
450,3569921,41.15373976740979,2.1989600123084596,61.5,0,0,219550141.5,1,25709.574310820273
451,4782030,37.81272602741487,3.836774443907482,97.0,0,29,463856910.0,0,50000.0
452,4782030,25.779467142516932,3.1498539885970747,70.0,0,28,334742100.0,0,38648.39343550022
453,4782030,24.98260987809018,3.4613723950762334,88.0,0,27,420818640.0,0,47881.0931700726
454,4782030,36.96566551534272,3.916660403463691,89.0,0,26,425600670.0,0,47468.63763607845
455,4782030,29.081693085349983,2.2051018199145043,96.0,1,25,459074880.0,1,50000.0
456,4782030,23.824038873920333,2.7608008596236884,14.0,0,24,66948420.0,0,11206.898285597415
457,4782030,38.36012416219217,4.699503050415538,88.0,0,23,420818640.0,0,47550.486439806584
458,4782030,30.101358050517646,4.176540813350172,86.0,0,22,411254580.0,0,46082.69637375049
459,4782030,27.90895566985415,2.3588357123790455,28.0,0,21,133896840.0,0,18840.26428158177
460,4782030,23.956199602158954,4.243818361394133,79.0,0,20,377780370.0,0,42656.39783019826
461,4782030,35.76559075643184,2.375117950093262,21.0,0,19,100422630.0,0,14894.873165998371
462,4782030,39.99374285302706,3.8549092264526776,100.0,1,18,478203000.0,0,50000.0
463,4782030,42.971760366592775,4.497966630638586,15.0,0,17,71730450.0,1,12051.084147665906
464,4782030,36.22915697780536,3.146497503082123,32.0,0,16,153024960.0,0,20405.739558383913
465,4782030,26.345525548378347,4.6415245649103,71.0,0,15,339524130.0,0,39078.99798334408
466,4782030,22.27783053529267,3.9350511193320847,41.0,0,14,196063230.0,0,24503.26985290458
467,4782030,26.88684084639096,4.130059084548213,30.0,0,13,143460900.0,0,19017.316477851204
468,4782030,31.981001986900317,4.5747229682587776,16.0,0,12,76512480.0,0,12906.849592306973
469,4782030,31.42486780947584,3.038549920823798,100.0,1,11,478203000.0,0,50000.0
470,4782030,42.4893043122085,4.137911701057931,40.0,0,10,191281200.0,1,24385.213000940024
471,4782030,26.668907115377895,3.8127184742492015,79.0,0,9,377780370.0,0,43184.79595860879
472,4782030,34.641020490561914,2.395824607599346,80.0,0,8,382562400.0,0,43173.39400278205
473,4782030,21.274940648789798,2.2042185291584544,33.0,0,7,157806990.0,0,20306.94804215376
474,4782030,24.107031852660555,2.6099591902336043,40.0,0,6,191281200.0,0,24006.52894295165
475,4782030,38.91054127718405,3.5647725663562264,93.0,0,5,444728790.0,0,49684.488923117715
476,4782030,20.851295853932637,3.6417422479751176,67.5,1,4,322787025.0,0,37212.8058664955
477,4782030,25.5689804311226,4.657640633791765,63.0,0,3,301267890.0,0,35311.5671890108
478,4782030,30.401546805712776,4.566549094867433,76.5,0,2,365825295.0,0,42076.401489736876
479,4782030,43.89439234358731,4.612248125257288,49.5,0,1,236710485.0,1,28658.507647623574
480,4782030,31.611845432794738,2.5592864248558436,57.0,0,0,272575710.0,0,32417.22383554062
481,6641079,23.075271301523898,3.754366187067623,61.0,0,29,405105819.0,1,47749.43849530545
482,6641079,41.018818380717306,3.5764912418768358,16.0,0,28,106257264.0,1,17415.957669889027
483,6641079,26.155946576149518,2.9946915167559416,33.0,0,27,219155607.0,0,28569.34523438604
484,6641079,35.626996603071504,3.143436712625582,96.0,0,26,637543584.0,0,50000.0
485,6641079,22.467890877028445,2.17153547997137,94.5,1,25,627581965.5,0,50000.0
486,6641079,38.31801506027948,3.484644219502285,18.0,0,24,119539422.0,0,18332.893879874013
487,6641079,40.76415572785146,3.0844810237288236,83.0,0,23,551209557.0,1,50000.0
488,6641079,29.85382218874887,3.7198168152701117,38.0,0,22,252361002.0,0,32323.35579007895
489,6641079,24.97663716310764,4.455773850897481,93.0,0,21,617620347.0,0,50000.0
490,6641079,37.86250323347221,2.3006592050068635,58.0,0,20,385182582.0,0,45391.654742576466
491,6641079,33.22502124824224,3.371998221861374,81.0,0,19,537927399.0,0,50000.0
492,6641079,43.461187897922144,2.8864181337769916,36.0,1,18,239078844.0,1,31350.412062559953
493,6641079,23.07299900137386,4.276886189560166,73.0,0,17,484798767.0,0,50000.0
494,6641079,42.38404479225984,3.734957455793696,36.0,0,16,239078844.0,1,30457.756934095672
495,6641079,38.08511951285283,3.4204112649477882,76.0,0,15,504722004.0,0,50000.0
496,6641079,27.793878081203783,3.799489786395317,88.0,0,14,584414952.0,0,50000.0
497,6641079,25.986559410896277,2.512370488167005,65.0,0,13,431670135.0,0,50000.0
498,6641079,34.712824476878154,2.848074870981183,44.0,0,12,292207476.0,0,36030.89027151617
499,6641079,31.447605280909805,4.558717722325728,100.0,1,11,664107900.0,0,50000.0
500,6641079,41.41442330410887,4.306854203669511,97.0,0,10,644184663.0,1,50000.0
501,6641079,24.93941558317649,4.51496819844299,20.0,0,9,132821580.0,0,20569.15200043101
502,6641079,25.598752368067515,4.301978861871358,57.0,0,8,378541503.0,0,44614.00841934852
503,6641079,25.42572762815005,2.7707810783746822,20.0,0,7,132821580.0,0,20426.87166750052
504,6641079,26.246919872697532,3.149534993827826,75.0,0,6,498080925.0,0,50000.0
505,6641079,33.53680657936671,2.3250443525963127,48.0,0,5,318771792.0,0,38818.96127776617
506,6641079,44.6154378533018,2.3590627187364883,82.5,1,4,547889017.5,1,50000.0
507,6641079,39.00262051990494,2.260417001623596,39.0,0,3,259002081.0,0,32789.4173065774
508,6641079,30.651631883231218,2.051171827570404,100.0,0,2,664107900.0,0,50000.0
509,6641079,44.52367278779461,3.7117454930813825,100.0,0,1,664107900.0,1,50000.0
510,6641079,44.25053203317934,4.001581183339276,46.5,0,0,308810173.5,1,37484.3457608309
511,6809586,24.476358575375876,3.0578442628731874,89.0,0,29,606053154.0,0,50000.0
512,6809586,30.37120892378816,2.45827644826555,98.0,0,28,667339428.0,0,50000.0
513,6809586,26.965587665986327,2.0280301448722042,50.0,0,27,340479300.0,0,41189.976590475126
514,6809586,41.75240546432843,4.0824548457875665,15.0,0,26,102143790.0,1,17449.487777188424
515,6809586,44.32229812560633,4.705093795360989,100.0,1,25,680958600.0,1,50000.0
516,6809586,44.38178994005135,3.8226779292298527,79.0,0,24,537957294.0,1,50000.0
517,6809586,31.022997667255318,3.8991847505904915,30.0,0,23,204287580.0,0,27131.608470181218
518,6809586,23.674604918036785,2.182790885742896,72.0,0,22,490290192.0,0,50000.0
519,6809586,23.55676045904901,2.289902368160424,88.0,0,21,599243568.0,0,50000.0
520,6809586,42.06241034036721,3.535107873864679,58.0,0,20,394955988.0,1,46813.62567158045
521,6809586,38.97447894264986,3.694060048405903,30.0,0,19,204287580.0,0,27690.674152840653
522,6809586,21.391365618535215,2.0950501553845973,96.0,1,18,653720256.0,0,50000.0
523,6809586,34.08186803728894,2.430568633069381,71.0,0,17,483480606.0,0,50000.0
524,6809586,39.268283833427624,2.3772255281222696,64.0,0,16,435813504.0,0,50000.0
525,6809586,41.104729834662606,2.7224592956710554,22.0,0,15,149810892.0,1,22440.065172232644
526,6809586,31.679373252481348,3.7394842646511597,82.0,0,14,558386052.0,0,50000.0
527,6809586,39.504454958286146,4.145050106207968,62.0,0,13,422194332.0,0,49390.515407712184
528,6809586,36.887925483646995,3.5384812770656864,92.0,0,12,626481912.0,0,50000.0
529,6809586,33.962001908025314,4.809619757493301,21.0,1,11,143001306.0,0,21451.240790794276
530,6809586,37.45623474179505,2.3004806514193445,99.0,0,10,674149014.0,0,50000.0
531,6809586,38.7159374330637,3.7013414033471683,21.0,0,9,143001306.0,0,21375.667011233487
532,6809586,20.76681189572767,2.801782437818109,43.0,0,8,292812198.0,0,36515.59053545511
533,6809586,28.069089667903373,4.5968786520039515,73.0,0,7,497099778.0,0,50000.0
534,6809586,33.524512542272376,3.381395407993897,68.0,0,6,463051848.0,0,50000.0
535,6809586,26.747452780436515,4.004353018900586,91.0,0,5,619672326.0,0,50000.0
536,6809586,22.648830082404032,2.7636656418512233,18.0,1,4,122572548.0,0,19146.772572680795
537,6809586,41.001410258683876,3.605130945055487,33.0,0,3,224716338.0,1,30114.233794573112
538,6809586,24.488419856842672,3.8613620891768416,91.5,0,2,623077119.0,0,50000.0
539,6809586,40.93373070573733,2.2528957182385403,36.0,0,1,245145096.0,1,31949.23197805766
540,6809586,30.709095904353358,3.4253165738724065,82.5,0,0,561790845.0,0,50000.0
541,1092809,37.59887656110659,3.635003982672891,16.0,0,29,17484944.0,0,2952.39168044286
542,1092809,30.363036969485755,2.1082268917764564,58.0,0,28,63382922.0,0,7504.883324215432
543,1092809,21.34250144222824,4.6919995148440465,56.0,0,27,61197304.0,0,7456.974234916274
544,1092809,30.24622381382423,2.082534931573746,35.0,0,26,38248315.0,0,5554.887571349699
545,1092809,38.89922207391939,2.3182373412735156,100.0,1,25,109280900.0,0,12176.132415775413
546,1092809,31.880278397495033,3.5051428066530175,56.0,0,24,61197304.0,0,7378.447606498412
547,1092809,22.669735582500195,2.2178965755164617,47.0,0,23,51362023.0,0,6941.282137865414
548,1092809,33.551138686862586,3.9452558340226136,93.0,0,22,101631237.0,0,11463.882620638318
549,1092809,42.02479743483598,3.3569542980373313,51.0,0,21,55733259.0,1,7103.232371474411
550,1092809,25.89064332163296,3.0226666726856672,22.0,0,20,24041798.0,0,3233.730996645701
551,1092809,22.75401994568086,4.5544441119961965,28.0,0,19,30598652.0,1,4040.0971574083505
552,1092809,31.92651269258245,4.388957689622167,66.0,1,18,72125394.0,0,9039.026100643767
553,1092809,36.468227598711174,3.9603392931317556,39.0,0,17,42619551.0,0,5665.532152544069
554,1092809,38.99820875788136,4.570845009753292,16.0,0,16,17484944.0,0,3115.9326549567472
555,1092809,37.79635262245736,3.8847662529611218,78.0,0,15,85239102.0,0,10285.224300018883
556,1092809,26.517391204079807,3.9847607635532736,58.0,0,14,63382922.0,0,7792.265628002774
557,1092809,22.154073918588256,4.758476839557355,15.0,0,13,16392135.0,0,2580.0473316791517
558,1092809,41.20342462047499,2.604126223195705,55.0,0,12,60104495.0,1,7614.770856731719
559,1092809,23.070308598687816,4.245554855012317,40.5,1,11,44258764.5,0,6024.241505084766
560,1092809,30.062099497789873,2.389910047906228,43.0,0,10,46990787.0,0,6127.083135287048
561,1092809,21.129635908393876,2.542560376627814,88.0,0,9,96167192.0,0,11443.116254281123
562,1092809,31.16157133770838,2.6369934556805505,31.0,0,8,33877079.0,1,5029.968209668485
563,1092809,30.027343526536015,4.404682908075458,71.0,0,7,77589439.0,0,8924.375371595317
564,1092809,39.1369811534513,3.581198533618029,98.0,0,6,107095282.0,0,12567.040885564147
565,1092809,40.15117480525037,3.8899279067755375,22.0,0,5,24041798.0,1,4083.455505051907
566,1092809,43.43130169548616,3.886493792626614,100.0,1,4,109280900.0,1,12301.429676605818
567,1092809,40.54332448827482,2.452043446120167,27.0,0,3,29505843.0,1,4615.245131109692
568,1092809,28.072150759469913,3.593443195950371,85.5,0,2,93435169.5,0,11383.329364156083
569,1092809,27.92773034302476,2.980071486844482,100.0,0,1,109280900.0,0,13105.392341395833
570,1092809,43.35893392214851,2.788508032845871,70.5,0,0,77043034.5,1,9105.810458427253
571,5950667,24.511151573803666,3.6102604755891754,79.0,0,29,470102693.0,0,50000.0
572,5950667,37.0144583023133,4.740926949615866,24.0,0,28,142816008.0,0,20213.151095072484
573,5950667,40.653226943765375,3.929942659866095,79.0,0,27,470102693.0,1,50000.0
574,5950667,32.008913006782535,3.2709980799939746,83.0,0,26,493905361.0,0,50000.0
575,5950667,25.51261812378217,3.249282154656878,52.5,1,25,312410017.5,0,37117.60091402705
576,5950667,23.501990103274455,3.9847207428277036,82.0,0,24,487954694.0,0,50000.0
577,5950667,33.18003254957855,3.1477528802777313,85.0,0,23,505806695.0,0,50000.0
578,5950667,30.810443159333353,2.287749883081604,80.0,0,22,476053360.0,0,50000.0
579,5950667,31.493400556334432,3.304799838984676,28.0,0,21,166618676.0,0,22756.583918531927
580,5950667,33.51839631640152,4.698129324193635,43.0,0,20,255878681.0,0,31684.557849136585
581,5950667,37.20969669612743,3.262798494519477,62.0,0,19,368941354.0,0,42901.676820158165
582,5950667,32.932382107433,2.0210002897670023,82.5,1,18,490930027.5,0,50000.0
583,5950667,22.923543636503865,3.619375148567167,95.0,0,17,565313365.0,0,50000.0
584,5950667,29.057727129575717,4.074424592617273,43.0,0,16,255878681.0,0,32105.668541612675
585,5950667,23.312283641766108,2.739180688226851,39.0,0,15,232076013.0,0,29592.330508396386
586,5950667,30.167204658827345,3.62733980092817,37.0,0,14,220174679.0,0,28663.90555748643
587,5950667,37.129886045576704,4.0117051302854385,86.0,0,13,511757362.0,0,50000.0
588,5950667,32.06128542663336,3.8829585101172253,17.0,0,12,101161339.0,0,16674.88187846752
589,5950667,39.11916001328402,3.3891136987711477,100.0,1,11,595066700.0,0,50000.0
590,5950667,32.77163800264852,3.5846856767837627,27.0,0,10,160668009.0,0,21935.03581082443
591,5950667,36.637106224544866,3.443599993187661,11.0,0,9,65457337.0,0,12355.552016551686
592,5950667,22.94114200325218,4.622881368239874,40.0,0,8,238026680.0,0,29910.16063896368
593,5950667,37.14301471731133,4.302582427223824,10.0,0,7,59506670.0,0,11911.14686400165
594,5950667,23.24649369844706,3.148629114604539,28.0,0,6,166618676.0,0,22428.493938137257
595,5950667,38.550090194234116,2.215163201357658,17.0,0,5,101161339.0,0,16116.231605512225
596,5950667,38.318381279187804,2.2451432394664605,93.0,1,4,553412031.0,0,50000.0
597,5950667,43.273399559362275,4.666544749142672,37.5,0,3,223150012.5,1,29051.50618717561
598,5950667,41.66013155840354,4.808330688240538,24.0,0,2,142816008.0,1,20111.3205259156
599,5950667,35.20491013955296,2.4820177957485474,18.0,0,1,107112006.0,0,17271.428183729036
600,5950667,41.89049090135451,4.878438609169789,100.0,0,0,595066700.0,1,50000.0
601,7694840,20.530670648085625,4.2890346251866145,32.0,0,29,246234880.0,0,32475.465298899624
602,7694840,42.219353648605704,4.68270297093302,42.0,0,28,323183280.0,1,40482.20430408179
603,7694840,32.44291638034958,3.5492276925284827,84.0,0,27,646366560.0,1,50000.0
604,7694840,34.45555272837312,3.8806478698947324,10.0,0,26,76948400.0,0,16042.509879734685
605,7694840,26.211570774873074,2.8358836503006764,24.0,1,25,184676160.0,0,26110.78155769163
606,7694840,26.39466044955932,3.0864470978477834,93.0,0,24,715620120.0,0,50000.0
607,7694840,24.788047730070794,3.5756840725367955,92.0,0,23,707925280.0,0,50000.0
608,7694840,24.658169865740557,2.549181311775273,73.0,0,22,561723320.0,0,50000.0
609,7694840,21.94206078674675,4.789213787984677,12.0,0,21,92338080.0,0,17489.134035251358
610,7694840,35.1121983647203,3.5925852421437163,43.0,0,20,330878120.0,0,41067.52942568157
611,7694840,44.412091251408356,4.99640508287921,77.0,0,19,592502680.0,1,50000.0
612,7694840,26.645718658083062,3.2902614885568418,67.5,1,18,519401700.0,0,50000.0
